How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
19,female,cisgender,hyaena,co-us,christian_protestant,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,agree,disagree,slightly_disagree,disagree,strongly_disagree,agree,strongly_disagree,disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,disagree,neutral,disagree,slightly_disagree
20,male,cisgender,wolf,de,atheist,disagree,strongly_agree,slightly_agree,agree,slightly_agree,disagree,dont_know,strongly_agree,strongly_agree,disagree,slightly_agree,strongly_disagree,agree,dont_know,strongly_agree,agree,strongly_agree,slightly_disagree,agree,disagree,slightly_agree,disagree,dont_know,slightly_disagree
23,male,cisgender,polymorphic,mi-us,christian_protestant,slightly_disagree,disagree,disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,agree,agree,neutral,strongly_agree,strongly_agree,slightly_disagree,strongly_disagree,slightly_agree,neutral,agree,agree,agree,disagree,slightly_disagree,disagree,disagree,slightly_agree
29,male,cisgender,otherungulate,nc-us,jewish,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,disagree,disagree,agree,strongly_agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree
18,male,cisgender,arcticfox,oh-us,agnostic,slightly_disagree,agree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,agree,strongly_agree,strongly_agree,slightly_disagree,agree,disagree,disagree,agree,agree,slightly_agree,strongly_agree,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,slightly_agree,disagree
24,male,cisgender,snowleopard,ca-us,atheist,disagree,agree,strongly_disagree,slightly_disagree,agree,slightly_disagree,disagree,slightly_disagree,strongly_agree,slightly_agree,disagree,disagree,slightly_disagree,agree,strongly_agree,dont_know,agree,slightly_agree,disagree,slightly_agree,slightly_disagree,dont_know,dont_know,neutral
19,somewhat_male,complicated,otherdog,ca-us,agnostic,slightly_disagree,dont_know,strongly_disagree,strongly_agree,strongly_disagree,dont_know,strongly_disagree,disagree,disagree,strongly_disagree,disagree,disagree,disagree,strongly_disagree,disagree,dont_know,slightly_disagree,agree,agree,dont_know,disagree,slightly_agree,strongly_disagree,disagree
20,male,cisgender,polymorphic,wa-us,atheist,slightly_agree,slightly_agree,strongly_disagree,agree,agree,disagree,disagree,disagree,strongly_agree,disagree,agree,strongly_disagree,neutral,agree,neutral,neutral,disagree,agree,slightly_agree,neutral,neutral,slightly_agree,dont_know,disagree
12,male,cisgender,redfox,gb,atheist,strongly_disagree,strongly_agree,slightly_agree,slightly_disagree,disagree,neutral,disagree,neutral,agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,neutral,agree,neutral,neutral,strongly_agree,agree,disagree,slightly_disagree,slightly_disagree,neutral,disagree
24,male,cisgender,tiger,cn,atheist,strongly_agree,strongly_disagree,disagree,agree,strongly_agree,slightly_agree,disagree,strongly_disagree,slightly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,neutral,agree,agree,slightly_disagree,slightly_disagree,agree,slightly_disagree,slightly_disagree,neutral,agree
21,male,cisgender,raccoon,cn,,disagree,agree,agree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_agree,neutral,dont_know,slightly_agree,dont_know,slightly_disagree,slightly_agree,neutral,slightly_agree,agree,agree,dont_know,slightly_agree,slightly_disagree,dont_know,slightly_disagree,neutral
34,mostly_male,transgender,othercanine,fr,atheist,agree,strongly_agree,disagree,agree,slightly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,dont_know,dont_know,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
29,male,cisgender,rabbit,co-us,atheist,agree,agree,disagree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,agree,slightly_agree,agree,agree,neutral,agree,neutral,strongly_disagree,slightly_disagree
25,female,cisgender,rabbit,pa-us,agnostic,disagree,dont_know,disagree,slightly_agree,agree,neutral,strongly_disagree,slightly_agree,agree,slightly_disagree,strongly_agree,strongly_disagree,disagree,slightly_agree,agree,dont_know,strongly_agree,strongly_agree,dont_know,strongly_disagree,agree,slightly_disagree,dont_know,dont_know
22,male,cisgender,otherfox,,agnostic,slightly_agree,neutral,slightly_agree,agree,slightly_agree,slightly_disagree,disagree,slightly_agree,slightly_agree,strongly_disagree,dont_know,disagree,slightly_agree,dont_know,slightly_agree,slightly_agree,dont_know,slightly_disagree,slightly_agree,disagree,slightly_agree,strongly_disagree,slightly_disagree,disagree
30,male,cisgender,wolf,ut-us,christian_other,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,dont_know,neutral,neutral,agree,disagree,neutral,slightly_disagree,neutral,dont_know,strongly_agree,dont_know,strongly_agree,strongly_agree,slightly_agree,neutral,dont_know,neutral,agree,disagree
17,male,cisgender,anthro,nl,atheist,disagree,agree,strongly_disagree,dont_know,slightly_agree,dont_know,neutral,disagree,agree,disagree,strongly_disagree,strongly_disagree,disagree,dont_know,agree,dont_know,strongly_agree,strongly_agree,agree,slightly_agree,slightly_disagree,dont_know,slightly_disagree,slightly_agree
30,mostly_male,cisgender,wolf,nl,athiest,strongly_agree,agree,disagree,strongly_agree,agree,slightly_disagree,disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_disagree,agree,disagree,slightly_disagree,disagree
25,somewhat_male,complicated,otherfeline,or-us,atheist,disagree,agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,strongly_disagree,disagree,slightly_disagree,agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,slightly_agree,strongly_agree,agree,disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree
22,male,cisgender,horse,md-us,atheist,slightly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,disagree,disagree,dont_know,slightly_disagree
29,none,transgender,dragon,fl-us,atheist,disagree,strongly_agree,neutral,strongly_agree,strongly_disagree,neutral,strongly_disagree,disagree,agree,agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,dont_know,slightly_agree,slightly_agree,slightly_disagree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,slightly_disagree
23,male,cisgender,othermarsupial,ar-us,christian_orthodox,slightly_disagree,disagree,disagree,slightly_disagree,disagree,disagree,strongly_disagree,neutral,slightly_agree,strongly_disagree,disagree,disagree,neutral,slightly_disagree,disagree,neutral,strongly_agree,strongly_agree,agree,dont_know,slightly_disagree,slightly_disagree,slightly_disagree,neutral
23,male,cisgender,hyaena,ca-us,atheist,disagree,agree,disagree,agree,agree,slightly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,strongly_agree,neutral,agree,agree,disagree,agree,disagree,strongly_disagree,disagree
17,male,cisgender,raccoon,az-us,Apatheist,disagree,neutral,slightly_disagree,strongly_disagree,slightly_disagree,disagree,neutral,slightly_agree,slightly_agree,disagree,slightly_agree,disagree,disagree,slightly_disagree,slightly_disagree,slightly_agree,strongly_agree,agree,agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,neutral
28,mostly_female,cisgender,otherungulate,mn-us,atheist,slightly_agree,strongly_agree,disagree,neutral,strongly_agree,slightly_agree,neutral,slightly_disagree,strongly_agree,dont_know,slightly_agree,strongly_disagree,neutral,slightly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,disagree,strongly_disagree,strongly_disagree
21,male,cisgender,domesticcat,il-us,christian_protestant,strongly_disagree,strongly_disagree,disagree,slightly_disagree,agree,slightly_agree,strongly_disagree,disagree,slightly_agree,slightly_agree,agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_agree,neutral,slightly_disagree,slightly_disagree,disagree,strongly_disagree
20,male,cisgender,,my,agnostic,disagree,slightly_disagree,strongly_disagree,agree,slightly_agree,strongly_agree,slightly_agree,disagree,strongly_agree,neutral,agree,slightly_disagree,slightly_disagree,neutral,slightly_disagree,dont_know,agree,agree,agree,neutral,agree,slightly_agree,strongly_agree,disagree
42,somewhat_male,transgender,coyote,wa-us,agnostic,slightly_disagree,agree,disagree,agree,neutral,disagree,strongly_disagree,neutral,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_agree,disagree,neutral,slightly_agree,slightly_disagree,agree,strongly_disagree,strongly_disagree,disagree
17,male,cisgender,fennec,ny-us,agnostic,disagree,slightly_agree,disagree,agree,disagree,slightly_agree,slightly_disagree,slightly_agree,strongly_agree,disagree,slightly_disagree,disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_agree,dont_know,strongly_agree,slightly_disagree,neutral,neutral
24,male,cisgender,redfox,oh-us,atheist,disagree,agree,slightly_disagree,disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_disagree,agree,strongly_disagree,disagree,agree,agree,slightly_agree,agree,neutral,agree,slightly_agree,agree,disagree,slightly_agree,disagree
21,male,cisgender,arcticfox,hu,other,disagree,neutral,disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_agree,strongly_agree,agree,disagree,disagree,neutral,agree,strongly_agree,slightly_disagree,strongly_agree,slightly_agree,agree,strongly_disagree,agree,slightly_disagree,disagree,agree
16,male,cisgender,lion,gb,other,disagree,neutral,slightly_disagree,dont_know,strongly_agree,disagree,disagree,agree,strongly_agree,strongly_disagree,strongly_agree,dont_know,agree,strongly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,neutral,agree,agree
23,male,cisgender,redfox,ca,atheist,agree,agree,neutral,strongly_agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,agree,agree,dont_know,agree,dont_know,neutral,slightly_disagree,dont_know,disagree,slightly_disagree,disagree
17,male,cisgender,dragon,gb,other,agree,agree,slightly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,neutral,disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,dont_know,dont_know,dont_know,dont_know,slightly_disagree
23,male,transgender,otherungulate,nc-us,agnostic,disagree,strongly_disagree,strongly_agree,strongly_agree,slightly_agree,agree,dont_know,neutral,agree,slightly_agree,slightly_agree,neutral,strongly_disagree,strongly_agree,agree,agree,strongly_agree,neutral,agree,disagree,disagree,strongly_agree,dont_know,strongly_disagree
42,male,cisgender,redfox,gb,pagan,disagree,disagree,disagree,agree,agree,slightly_agree,neutral,slightly_agree,slightly_agree,slightly_agree,disagree,disagree,disagree,neutral,slightly_agree,neutral,slightly_agree,agree,agree,disagree,agree,disagree,neutral,slightly_disagree
29,somewhat_female,transgender,lion,ca-us,agnostic,slightly_agree,slightly_agree,disagree,agree,neutral,disagree,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,dont_know,disagree,disagree,agree,disagree,slightly_disagree,dont_know,dont_know,strongly_disagree
15,male,cisgender,redfox,cr,atheist,slightly_disagree,slightly_disagree,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree,disagree,slightly_disagree,strongly_disagree,disagree,disagree,neutral,neutral,dont_know,neutral,strongly_agree,agree,strongly_agree,agree,strongly_disagree,agree,neutral,neutral
18,male,cisgender,wolf,fr,atheist,slightly_disagree,strongly_agree,slightly_disagree,strongly_agree,slightly_disagree,disagree,agree,slightly_agree,strongly_agree,strongly_disagree,disagree,neutral,agree,slightly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,disagree,agree
28,male,cisgender,dragon,my,agnostic,agree,slightly_agree,slightly_agree,agree,neutral,slightly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,disagree,disagree,slightly_disagree,agree,slightly_agree,strongly_agree,agree,strongly_agree,neutral,agree,slightly_agree,neutral,slightly_agree
33,male,cisgender,redfox,mo-us,agnostic,agree,disagree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,slightly_disagree,agree,strongly_disagree
28,male,cisgender,coyote,tx-us,christian_protestant,disagree,strongly_disagree,disagree,disagree,disagree,neutral,neutral,slightly_disagree,disagree,neutral,slightly_disagree,agree,disagree,disagree,disagree,agree,disagree,agree,slightly_disagree,slightly_disagree,slightly_agree,slightly_agree,agree,neutral
32,male,cisgender,fennec,ga-us,christian_protestant,strongly_disagree,strongly_disagree,disagree,slightly_disagree,strongly_disagree,neutral,slightly_disagree,disagree,agree,strongly_disagree,neutral,slightly_disagree,disagree,disagree,agree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_disagree,slightly_agree,slightly_disagree
19,mostly_male,cisgender,redfox,wa-us,other,strongly_disagree,dont_know,strongly_disagree,neutral,slightly_agree,neutral,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,disagree,neutral,agree,slightly_agree,agree,strongly_agree,strongly_agree,agree,slightly_agree,strongly_agree,agree,strongly_agree
17,male,cisgender,dragon,mx,atheist,agree,slightly_agree,disagree,agree,slightly_agree,strongly_disagree,strongly_disagree,dont_know,strongly_agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,neutral,strongly_agree,strongly_agree,dont_know,dont_know,strongly_agree,neutral,slightly_agree,disagree,slightly_agree,disagree
26,male,cisgender,wolf,wi-us,agnostic,disagree,neutral,disagree,agree,disagree,slightly_agree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_agree,slightly_disagree,disagree,agree,agree,neutral,agree,neutral,slightly_agree,slightly_disagree,neutral,slightly_disagree,strongly_disagree,slightly_disagree
15,somewhat_male,cisgender,otherfox,pa-us,atheist,strongly_agree,strongly_agree,slightly_agree,neutral,slightly_disagree,slightly_agree,neutral,slightly_agree,strongly_agree,disagree,strongly_agree,strongly_disagree,slightly_agree,dont_know,strongly_agree,dont_know,slightly_agree,agree,strongly_agree,dont_know,strongly_agree,agree,dont_know,strongly_disagree
27,mostly_male,complicated,otherreptile,ca-us,agnostic,strongly_disagree,slightly_disagree,disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,neutral,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree
19,male,cisgender,riverotter,br,agnostic,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,neutral,disagree,disagree,agree,strongly_disagree,slightly_disagree,disagree,slightly_disagree,neutral,agree,neutral,agree,slightly_agree,slightly_agree,neutral,slightly_disagree,slightly_disagree,slightly_disagree,disagree
24,mostly_female,transgender,polymorphic,mn-us,atheist,agree,strongly_agree,neutral,strongly_agree,disagree,disagree,strongly_disagree,disagree,strongly_agree,disagree,slightly_disagree,neutral,strongly_disagree,slightly_agree,agree,strongly_agree,slightly_disagree,agree,neutral,slightly_agree,disagree,slightly_agree,slightly_agree,disagree
20,male,transgender,bat,pa-us,other,disagree,strongly_disagree,dont_know,dont_know,slightly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,strongly_disagree,dont_know,dont_know,neutral,dont_know,slightly_disagree,dont_know,neutral,neutral,strongly_agree,dont_know,dont_know,slightly_disagree,dont_know,strongly_disagree
21,male,cisgender,anthro,tx-us,christian_protestant,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,slightly_disagree
18,male,cisgender,germanshepherd,or-us,atheist,strongly_disagree,strongly_agree,slightly_agree,agree,strongly_agree,agree,strongly_disagree,agree,strongly_agree,slightly_agree,agree,strongly_disagree,agree,disagree,strongly_agree,agree,strongly_agree,agree,slightly_disagree,disagree,agree,strongly_disagree,strongly_disagree,disagree
24,female,cisgender,domesticcat,oh-us,agnostic,slightly_agree,neutral,disagree,strongly_disagree,strongly_agree,neutral,slightly_disagree,neutral,agree,strongly_disagree,agree,strongly_disagree,slightly_agree,agree,agree,neutral,agree,strongly_agree,agree,neutral,slightly_agree,slightly_agree,slightly_agree,disagree
19,male,cisgender,redfox,br,christian_catholic,disagree,strongly_disagree,agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,strongly_agree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_agree,dont_know,neutral,agree,slightly_disagree,slightly_agree,slightly_disagree,dont_know
17,male,cisgender,otherfox,ca-us,atheist,slightly_agree,agree,slightly_disagree,agree,agree,slightly_agree,disagree,slightly_agree,agree,disagree,agree,disagree,disagree,agree,agree,dont_know,agree,agree,slightly_agree,disagree,agree,disagree,slightly_agree,slightly_agree
22,male,cisgender,mouse,dk,agnostic,disagree,neutral,strongly_disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree,disagree,disagree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_agree,strongly_disagree,disagree,neutral
28,somewhat_male,complicated,coyote,tx-us,pagan,strongly_disagree,disagree,disagree,slightly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree
46,male,,cougar,ca,buddhist,agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,slightly_agree,agree,strongly_disagree,disagree,neutral,agree,slightly_agree,agree,slightly_agree,strongly_agree,slightly_disagree,agree,slightly_agree,disagree,disagree
19,male,cisgender,anthro,ri-us,atheist,neutral,agree,disagree,strongly_agree,slightly_agree,strongly_agree,neutral,agree,strongly_agree,agree,strongly_agree,strongly_disagree,disagree,dont_know,strongly_agree,dont_know,strongly_agree,strongly_agree,neutral,dont_know,disagree,disagree,neutral,slightly_disagree
13,female,cisgender,leopard,il-us,atheist,disagree,strongly_agree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,agree,strongly_agree,strongly_disagree,neutral,strongly_disagree,disagree,disagree,slightly_disagree,neutral,agree,agree,strongly_agree,neutral,slightly_disagree,disagree,neutral,disagree
24,female,cisgender,otherfeline,la-us,atheist,disagree,agree,strongly_disagree,slightly_agree,agree,neutral,disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,slightly_disagree,strongly_agree,dont_know,strongly_agree,strongly_agree,strongly_agree,dont_know,agree,neutral,dont_know,disagree
19,somewhat_female,complicated,otherdog,gb,other,disagree,agree,disagree,strongly_agree,agree,slightly_disagree,slightly_agree,agree,slightly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,disagree,strongly_agree,strongly_disagree,neutral,neutral,disagree,disagree,slightly_disagree
17,somewhat_female,cisgender,greyfox,ga-us,christian_other,disagree,strongly_disagree,slightly_agree,slightly_agree,strongly_disagree,disagree,disagree,neutral,neutral,strongly_disagree,strongly_agree,slightly_agree,slightly_disagree,neutral,disagree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,disagree,agree,neutral
26,male,cisgender,dinosaur,in-us,Deist,slightly_disagree,disagree,dont_know,slightly_agree,slightly_disagree,neutral,disagree,agree,agree,disagree,neutral,strongly_disagree,neutral,slightly_agree,neutral,dont_know,agree,agree,agree,neutral,slightly_agree,neutral,slightly_disagree,disagree
16,mostly_male,cisgender,otherfeline,la-us,agnostic,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,neutral,strongly_disagree,neutral,strongly_agree,disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,strongly_agree,agree,strongly_agree,disagree,disagree,strongly_agree,slightly_disagree,strongly_disagree
18,male,cisgender,deer,gb,,strongly_disagree,neutral,slightly_agree,agree,neutral,strongly_disagree,strongly_disagree,agree,disagree,dont_know,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,disagree,agree,agree,agree,neutral,strongly_disagree,disagree,disagree,disagree,disagree
,both,complicated,lizard,ca,pagan,slightly_disagree,strongly_disagree,neutral,slightly_disagree,disagree,disagree,dont_know,strongly_agree,slightly_agree,strongly_disagree,disagree,dont_know,strongly_disagree,neutral,disagree,slightly_agree,neutral,strongly_agree,strongly_agree,strongly_disagree,dont_know,slightly_disagree,dont_know,strongly_disagree
16,mostly_female,cisgender,husky,oh-us,atheist,slightly_agree,agree,strongly_disagree,disagree,neutral,dont_know,slightly_disagree,slightly_agree,neutral,neutral,slightly_disagree,dont_know,strongly_disagree,dont_know,slightly_disagree,neutral,slightly_agree,slightly_agree,slightly_agree,dont_know,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree
13,somewhat_female,complicated,anthro,wa-us,agnostic,slightly_agree,neutral,disagree,strongly_agree,neutral,dont_know,slightly_disagree,disagree,agree,disagree,slightly_disagree,neutral,strongly_disagree,neutral,slightly_agree,dont_know,slightly_disagree,strongly_agree,slightly_agree,dont_know,agree,slightly_disagree,neutral,slightly_disagree
23,male,cisgender,greyfox,ut-us,christian_other,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,disagree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_agree,dont_know,neutral,strongly_agree,strongly_agree,dont_know,disagree,disagree,agree,disagree
34,somewhat_male,complicated,polymorphic,ca-us,atheist,slightly_agree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,neutral,strongly_disagree,slightly_disagree,strongly_agree,disagree,slightly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,agree,disagree,slightly_agree,disagree,strongly_disagree,slightly_disagree
31,male,cisgender,bat,mn-us,athiest,strongly_agree,agree,strongly_disagree,agree,slightly_agree,slightly_agree,disagree,disagree,strongly_agree,disagree,disagree,strongly_disagree,neutral,disagree,strongly_agree,strongly_agree,slightly_agree,agree,agree,disagree,agree,slightly_disagree,strongly_disagree,disagree
53,male,cisgender,grizzlybear,fl-us,atheist,agree,strongly_agree,slightly_agree,agree,agree,slightly_agree,slightly_disagree,disagree,strongly_agree,neutral,disagree,strongly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,agree,slightly_agree,agree,slightly_agree,slightly_disagree,disagree,neutral,disagree
26,male,cisgender,redpanda,tx-us,pagan,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,slightly_disagree,slightly_agree,disagree,disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,agree,strongly_agree,strongly_agree,agree,disagree,neutral,slightly_disagree,slightly_disagree,disagree
32,male,cisgender,dragon,wa-us,pagan,disagree,neutral,agree,agree,agree,agree,strongly_disagree,slightly_disagree,agree,strongly_disagree,neutral,strongly_disagree,disagree,neutral,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_agree,neutral,slightly_disagree,disagree,dont_know,neutral
35,male,cisgender,otherfeline,co-us,agnostic,disagree,neutral,disagree,slightly_agree,slightly_agree,slightly_disagree,disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_agree,slightly_agree,dont_know,slightly_disagree,neutral,strongly_disagree
21,female,cisgender,dragon,oh-us,agnostic,disagree,slightly_agree,strongly_disagree,slightly_agree,neutral,slightly_agree,slightly_disagree,agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,agree,dont_know,agree,strongly_agree,agree,dont_know,agree,slightly_disagree,disagree,strongly_disagree
18,somewhat_male,complicated,domesticcat,nh-us,other,strongly_disagree,dont_know,disagree,agree,slightly_agree,neutral,strongly_disagree,agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,dont_know,dont_know,strongly_agree,strongly_agree,disagree,dont_know,slightly_disagree,slightly_disagree,strongly_disagree
30,male,cisgender,lion,ca-us,agnostic,slightly_agree,neutral,slightly_agree,disagree,slightly_agree,neutral,strongly_disagree,slightly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,neutral,neutral,agree,strongly_agree,strongly_agree,slightly_disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree
18,male,cisgender,redfox,at,atheist,agree,agree,agree,strongly_agree,slightly_agree,agree,disagree,slightly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,slightly_agree,neutral,agree,agree,agree,disagree,disagree,slightly_disagree,disagree
16,male,cisgender,othercanine,us,agnostic,dont_know,disagree,disagree,neutral,strongly_disagree,dont_know,disagree,slightly_disagree,disagree,slightly_agree,dont_know,neutral,disagree,slightly_agree,dont_know,dont_know,neutral,agree,strongly_disagree,dont_know,disagree,agree,agree,disagree
34,male,cisgender,anthro,mt-us,agnostic,strongly_disagree,dont_know,dont_know,strongly_agree,dont_know,dont_know,dont_know,neutral,slightly_agree,neutral,neutral,strongly_disagree,dont_know,neutral,slightly_agree,neutral,disagree,strongly_agree,neutral,strongly_disagree,slightly_disagree,disagree,neutral,neutral
32,male,cisgender,tiger,ca,other,strongly_disagree,strongly_disagree,neutral,strongly_agree,agree,slightly_agree,strongly_disagree,agree,agree,disagree,disagree,slightly_agree,dont_know,agree,slightly_disagree,slightly_agree,agree,strongly_agree,strongly_agree,neutral,slightly_disagree,slightly_agree,dont_know,strongly_disagree
